"movie_id"	"title"	"user_rating"	"metascore"	"MPAA_rating"	"nudity"	"violence"	"profanity"	"alcohol"	"frightening"
"tt4209788"	"Molly's Game"	74	71	"Rated R for language, drug content and some violence"	"None"	"Mild"	"Moderate"	"Moderate"	"Moderate"
"tt4217392"	"Kung Fu Yoga"	52	50	"None"	"None"	"Moderate"	"Mild"	"None"	"Mild"
"tt4218572"	"Widows"	69	84	"Rated R for violence, language throughout, and some sexual content/nudity"	"Moderate"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt4218696"	"The Wall"	62	57	"Rated R for language throughout and some war violence"	"None"	"Moderate"	"Severe"	"None"	"Moderate"
"tt4244998"	"Alpha"	67	63	"Rated PG-13 for some intense peril"	"Mild"	"Mild"	"None"	"None"	"Moderate"
"tt4274656"	"Grow House"	46	-1	"Rated R for drug use and language throughout, including some sexual references"	"Severe"	"None"	"None"	"None"	"None"
"tt4287320"	"The Circle"	53	43	"Rated PG-13 for a sexual situation, brief strong language and some thematic elements including drug "	"Mild"	"Mild"	"Mild"	"Mild"	"None"
"tt4353250"	"The Last Black Man in San Francisco"	74	83	"Rated R for language, brief nudity and drug use"	"Moderate"	"Mild"	"Severe"	"Mild"	"Mild"
"tt4364194"	"The Peanut Butter Falcon"	77	70	"None"	"None"	"Mild"	"Moderate"	"Mild"	"Moderate"
"tt4411596"	"My Cousin Rachel"	60	63	"Rated PG-13 for some sexuality and brief strong language."	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt4425200"	"John Wick: Chapter 2"	75	75	"Rated R for strong violence throughout, some language and brief nudity."	"Mild"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt4463894"	"Shaft"	64	40	"Rated R for pervasive language, violence, sexual content, some drug material and brief nudity"	"Moderate"	"Moderate"	"Severe"	"Moderate"	"Mild"
"tt4465564"	"Fifty Shades Darker"	46	33	"Rated R for strong erotic sexual content, some graphic nudity, and language"	"Severe"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt4468740"	"Paddington 2"	78	88	"Rated PG for some action and mild rude humor"	"None"	"None"	"None"	"None"	"Mild"
"tt4477536"	"Fifty Shades Freed"	45	31	"Rated R for strong sexual content, nudity, and language."	"Severe"	"Moderate"	"Moderate"	"Mild"	"Mild"
"tt4481414"	"Gifted"	76	60	"Rated PG-13 for thematic elements, language and some suggestive material"	"Mild"	"None"	"Mild"	"Mild"	"Mild"
"tt4481514"	"The House"	56	30	"Rated R for language throughout, sexual references, drug use, some violence and brief nudity."	"Moderate"	"Moderate"	"Severe"	"Severe"	"Mild"
"tt4500922"	"Maze Runner: The Death Cure"	62	50	"Rated PG-13 for intense sequences of sci-fi violence and action, language, and some thematic element"	"None"	"Moderate"	"Mild"	"None"	"Moderate"
"tt4504044"	"The Prodigy"	59	45	"Rated R for violence, disturbing and bloody images, a sexual reference and brief graphic nudity"	"Mild"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt4513316"	"Novitiate"	66	73	"Rated R for language, some sexuality and nudity"	"Moderate"	"Mild"	"Mild"	"Mild"	"Moderate"
"tt4530422"	"Overlord"	66	60	"Rated R for strong bloody violence, disturbing images, language, and brief sexual content"	"Mild"	"Severe"	"Severe"	"Mild"	"Severe"
"tt4532826"	"Robin Hood"	53	32	"Rated PG-13 for extended sequences of violence and action, and some suggestive references"	"Mild"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt4537896"	"White Boy Rick"	64	59	"Rated R for language throughout, drug content, violence, some sexual references, and brief nudity"	"Mild"	"Moderate"	"Severe"	"Moderate"	"Moderate"
"tt4555426"	"Darkest Hour"	74	75	"Rated PG-13 for some thematic material"	"None"	"Mild"	"Mild"	"Moderate"	"Mild"
"tt4560436"	"Mile 22"	61	38	"Rated R for strong violence and language throughout"	"None"	"Severe"	"Severe"	"Mild"	"Moderate"
"tt4572792"	"The Book of Henry"	66	31	"Rated PG-13 for thematic elements and brief strong language"	"None"	"Mild"	"Moderate"	"None"	"Mild"
"tt4575576"	"Christopher Robin"	73	60	"Rated PG for some action"	"None"	"None"	"None"	"None"	"Mild"
"tt4587656"	"The Star"	61	42	"Rated PG for some thematic elements"	"None"	"Mild"	"None"	"None"	"Mild"
"tt4595882"	"Can You Ever Forgive Me?"	71	87	"Rated R for language including some sexual references, and brief drug use"	"Mild"	"Mild"	"Moderate"	"Moderate"	"None"
"tt4602066"	"The Catcher Was a Spy"	62	49	"Rated R for some sexuality, violence and language"	"Mild"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt4622512"	"Battle of the Sexes"	67	73	"Rated PG-13 for some sexual content and partial nudity"	"Moderate"	"None"	"Mild"	"Mild"	"None"
"tt4630562"	"The Fate of the Furious"	67	56	"Rated PG-13 for prolonged sequences of violence and destruction, suggestive content, and language"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Mild"
"tt4633694"	"Spider-Man: Into the Spider-Verse"	84	87	"Rated PG for frenetic sequences of animated action violence, thematic elements, and mild language"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt4649466"	"Kingsman: The Golden Circle"	67	44	"Rated R for sequences of strong violence, drug content, language throughout and some sexual material"	"Moderate"	"Severe"	"Severe"	"Moderate"	"Mild"
"tt4663548"	"All Saints"	60	63	"Rated PG for thematic elements"	"None"	"None"	"None"	"None"	"None"
"tt4669264"	"Beirut"	64	69	"Rated R for language, some violence and a brief nude image"	"None"	"Moderate"	"Moderate"	"Moderate"	"Mild"
"tt4669788"	"On the Basis of Sex"	69	59	"Rated PG-13 for some language and suggestive content"	"Mild"	"None"	"Mild"	"Mild"	"None"
"tt4682136"	"The Seagull"	58	58	"Rated PG-13 for some mature thematic elements, a scene of violence, drug use, and partial nudity."	"Mild"	"Mild"	"Mild"	"Mild"	"Moderate"
"tt4686844"	"The Death of Stalin"	72	88	"rated R for language throughout, violence and some sexual references"	"Mild"	"Moderate"	"Severe"	"Mild"	"Mild"
"tt4695012"	"It Comes At Night"	62	78	"Rated R for violence, disturbing images, and language"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Severe"
"tt4701182"	"Bumblebee"	68	66	"Rated PG-13 for sequences of sci-fi action violence"	"None"	"Moderate"	"Mild"	"None"	"Mild"
"tt4701724"	"Early Man"	61	68	"Rated PG for rude humor and some action"	"Mild"	"Mild"	"Mild"	"None"	"Mild"
"tt4761916"	"Unfriended: Dark Web"	59	53	"Rated R for some disturbing violence, language and sexual references."	"None"	"Moderate"	"Moderate"	"Mild"	"Severe"
"tt4765284"	"Pitch Perfect 3"	58	40	"Rated PG-13 for crude and sexual content, language and some action."	"Mild"	"Mild"	"Mild"	"Mild"	"None"
"tt4777008"	"Maleficent: Mistress of Evil"	70	43	"(Rated PG for intense sequences of fantasy action/violence and brief scary images)"	"None"	"Mild"	"None"	"None"	"Mild"
"tt4779682"	"The Meg"	57	46	"Rated PG-13 for action/peril, bloody images and some language"	"Mild"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt4795124"	"How to Be a Latin Lover"	59	54	"Rated PG-13 for crude humor, sexual references and gestures, and for brief nudity"	"Mild"	"None"	"Moderate"	"Mild"	"None"
"tt4799050"	"Rough Night"	52	51	"R for crude sexual content, language throughout, drug use and brief bloody images"	"Moderate"	"Moderate"	"Moderate"	"Moderate"	"Mild"
"tt4799066"	"Midnight Sun"	66	38	"Rated PG-13 for some teen partying and sensuality."	"Mild"	"None"	"Mild"	"Mild"	"None"
"tt4807408"	"The Best of Enemies"	70	49	"Rated PG-13 for thematic material, racial epithets, some violence and a suggestive reference"	"Mild"	"None"	"Moderate"	"Moderate"	"Mild"
"tt4846232"	"Good Time"	73	80	"Rated R for language throughout, violence, drug use and sexual content"	"Moderate"	"Moderate"	"Severe"	"Severe"	"Moderate"
"tt4877122"	"The Emoji Movie"	32	12	"Rated PG for rude humor"	"Severe"	"Severe"	"Severe"	"Severe"	"Severe"
"tt4881806"	"Jurassic World: Fallen Kingdom"	62	51	"Rated PG-13 for intense sequences of science-fiction violence and peril"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt4899370"	"Megan Leavey"	71	66	"Rated PG-13 for war violence, language, suggestive material, and thematic elements"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Mild"
"tt4912910"	"Mission: Impossible - Fallout"	78	86	"Rated PG-13 for violence and intense sequences of action, and for brief strong language"	"Mild"	"Moderate"	"Moderate"	"None"	"Moderate"
"tt4913966"	"The Curse of La Llorona"	54	41	"Rated R for violence and terror"	"None"	"Moderate"	"Mild"	"Mild"	"Severe"
"tt4925292"	"Lady Bird"	74	94	"Rated R for language, sexual content, brief graphic nudity and teen partying"	"Moderate"	"None"	"Moderate"	"Mild"	"None"
"tt4971344"	"The Sisters Brothers"	70	78	"Rated R for violence including disturbing images, language, and some sexual content"	"Mild"	"Severe"	"Moderate"	"Moderate"	"Moderate"
"tt4975920"	"The Kid"	59	51	"Rated R for violence and language"	"Mild"	"Moderate"	"Moderate"	"Moderate"	"Moderate"
"tt4986134"	"Rebel in the Rye"	67	46	"Rated PG-13 for thematic elements, language including sexual references, some violence, and smoking "	"Moderate"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt4995790"	"The Square"	72	73	"Rated R for language, some strong sexual content, and brief violence"	"Moderate"	"Mild"	"Moderate"	"Mild"	"Moderate"
"tt5001718"	"Everything, Everything"	64	52	"Rated PG-13 for thematic elements and brief sensuality"	"Mild"	"None"	"Mild"	"None"	"Mild"
"tt5013056"	"Dunkirk"	79	94	"Rated PG-13 for intense war experience and some language"	"None"	"Moderate"	"Moderate"	"Mild"	"Severe"
"tt5023260"	"The Last Word"	66	40	"Rated R for language."	"Mild"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt5027774"	"Three Billboards Outside Ebbing, Missouri"	82	88	"Rated R for violence, language throughout, and some sexual references"	"Mild"	"Moderate"	"Severe"	"Moderate"	"Moderate"
"tt5028340"	"Mary Poppins Returns"	68	66	"Rated PG for some mild thematic elements and brief action"	"None"	"None"	"None"	"None"	"Mild"
"tt5052448"	"Get Out"	77	84	"Rated R for violence, bloody images, and language including sexual references"	"Mild"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt5052474"	"Sicario: Day of the Soldado"	71	61	"Rated R for strong violence, bloody images, and language"	"None"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt5083738"	"The Favourite"	76	90	"Rated R for strong sexual content, nudity and language."	"Moderate"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt5095030"	"Ant-Man and the Wasp"	71	70	"Rated PG - 13 for some sci - fi  action violence"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt5104604"	"Isle of Dogs"	79	82	"Rated PG-13 for thematic elements and some violent images"	"None"	"Moderate"	"Mild"	"None"	"Moderate"
"tt5109784"	"Mother!"	66	75	"Rated R for strong disturbing violent content, some sexuality, nudity and language"	"Severe"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt5113040"	"The Secret Life of Pets 2"	65	55	"Rated PG for some action and rude humor"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt5117670"	"Peter Rabbit"	65	51	"Rated PG for some rude humor and action"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt5125894"	"Poms"	57	36	"Rated PG-13 for some language/sexual references."	"Moderate"	"Mild"	"Severe"	"Moderate"	"None"
"tt5140878"	"Annabelle: Creation"	65	62	"Rated R for horror violence and terror."	"None"	"Moderate"	"Mild"	"None"	"Severe"
"tt5160938"	"Lizzie"	58	59	"Rated R for violence and grisly images, nudity, a scene of sexuality and some language"	"Moderate"	"Severe"	"Mild"	"Mild"	"Severe"
"tt5164214"	"Ocean's 8"	62	61	"Rated PG-13 for language, drug use, and some suggestive content"	"Mild"	"None"	"Mild"	"Mild"	"None"
"tt5164432"	"Love, Simon"	76	72	"Rated PG-13 for thematic elements, sexual references, language and teen partying"	"Mild"	"None"	"Mild"	"Mild"	"None"
"tt5175450"	"Mark Felt: The Man Who Brought Down The White House"	64	49	"Rated PG-13 for some language"	"None"	"None"	"Moderate"	"Mild"	"Mild"
"tt5176580"	"Wild Nights with Emily"	62	74	"Rated PG-13 for sexual content"	"Mild"	"None"	"Moderate"	"Mild"	"None"
"tt5177088"	"The Girl in the Spider's Web"	61	43	"Rated R for violence, language and some sexual content/nudity"	"Mild"	"Severe"	"Moderate"	"Mild"	"Mild"
"tt5208216"	"Wonderstruck"	62	71	"Rated PG for thematic elements and smoking"	"Mild"	"Mild"	"None"	"Mild"	"None"
"tt5208252"	"Operation Finale"	65	58	"Rated PG-13 for disturbing thematic content and related violent images, and for some language"	"None"	"Moderate"	"Mild"	"Moderate"	"Severe"
"tt5220122"	"Hotel Transylvania 3: Summer Vacation"	63	54	"Rated PG for some action and rude humor"	"None"	"Mild"	"None"	"None"	"Mild"
"tt5226984"	"Tom of Finland"	68	56	"None"	"Severe"	"Moderate"	"Moderate"	"Moderate"	"Mild"
"tt5270948"	"Chappaquiddick"	65	67	"Rated PG-13 for thematic material, disturbing images, some strong language, and historical smoking"	"None"	"Mild"	"Moderate"	"Mild"	"Moderate"
"tt5294550"	"All the Money in the World"	68	72	"Rated R for language, some violence, disturbing images and brief drug content"	"Mild"	"Moderate"	"Moderate"	"Moderate"	"Moderate"
"tt5301662"	"Marshall"	72	66	"Rated PG-13 for mature thematic content, sexuality, violence and some strong language."	"Mild"	"Mild"	"Moderate"	"Moderate"	"Mild"
"tt5308322"	"Happy Death Day"	65	58	"Rated PG-13 for violence/terror, crude sexual content, language, some drug material and partial nudi"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt5319866"	"Slamma Jamma"	60	-1	"Rated PG for thematic elements, some violence and language"	"None"	"None"	"None"	"None"	"None"
"tt5322012"	"Wish Upon"	50	32	"Rated PG-13 for violent and disturbing images, thematic elements and language"	"None"	"Severe"	"Moderate"	"Mild"	"Moderate"
"tt5342904"	"The Stray"	54	-1	"Rated PG for thematic elements including a perilous situation."	"Mild"	"Mild"	"Mild"	"None"	"Moderate"
"tt5360952"	"The Hurricane Heist"	51	35	"Rated PG-13 for sequences of gun violence, action, destruction, language and some suggestive materia"	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5362988"	"Wind River"	77	73	"Rated R for strong violence, a rape, disturbing images, and language"	"Moderate"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt5390504"	"Detroit"	73	77	"Rated R for strong violence and pervasive language"	"Moderate"	"Severe"	"Severe"	"Mild"	"Severe"
"tt5427194"	"The Miracle Season"	65	44	"Rated PG for some thematic elements"	"None"	"None"	"None"	"Mild"	"None"
"tt5431890"	"Official Secrets"	73	63	"Rated R for language"	"Moderate"	"Mild"	"Moderate"	"Mild"	"Moderate"
"tt5437928"	"Colette"	67	74	"Rated R for some sexuality/nudity"	"Moderate"	"None"	"Mild"	"Mild"	"None"
"tt5439796"	"Logan Lucky"	70	78	"Rated PG-13 for language and some crude comments"	"None"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt5442430"	"Life"	66	54	"Rated R for language throughout, some sci-fi violence and terror"	"None"	"Moderate"	"Moderate"	"None"	"Moderate"
"tt5461944"	"Hotel Mumbai"	76	62	"Rated R for disturbing violence throughout, bloody images, and language"	"Mild"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt5462602"	"The Big Sick"	76	86	"Rated R for language including some sexual references"	"Mild"	"None"	"Moderate"	"Mild"	"Mild"
"tt5463162"	"Deadpool 2"	77	66	"Rated R for strong violence and language throughout, sexual references and brief drug material"	"Moderate"	"Severe"	"Severe"	"Moderate"	"Moderate"
"tt5466186"	"7 Days in Entebbe"	58	49	"Rated PG-13 for violence, some thematic material, drug use, smoking and brief strong language"	"None"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt5478478"	"Hostiles"	72	65	"Rated R for strong violence, and language"	"None"	"Severe"	"Moderate"	"Mild"	"Moderate"
"tt5503686"	"Hustlers"	64	79	"Rated R for pervasive sexual material, drug content, language and nudity"	"Severe"	"Mild"	"Moderate"	"Moderate"	"Mild"
"tt5523010"	"The Nutcracker and the Four Realms"	55	39	"Rated PG for some mild peril"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt5580036"	"I, Tonya"	75	77	"Rated R for pervasive language, violence, and some sexual content/nudity"	"Moderate"	"Moderate"	"Severe"	"Moderate"	"Moderate"
"tt5580266"	"The Hate U Give"	74	81	"Rated PG-13 for mature thematic elements, some violent content, drug material and language"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Severe"
"tt5580390"	"The Shape of Water"	73	87	"Rated R for sexual content, graphic nudity, violence and language"	"Severe"	"Severe"	"Moderate"	"Mild"	"Moderate"
"tt5592248"	"The Beguiled"	63	77	"Rated R for some sexuality"	"Mild"	"Mild"	"None"	"Mild"	"Mild"
"tt5607096"	"Juliet, Naked"	66	67	"Rated R for language"	"Mild"	"None"	"Mild"	"Mild"	"None"
"tt5610554"	"Tully"	70	75	"Rated R for language and some sexuality/nudity"	"Moderate"	"None"	"Moderate"	"Mild"	"None"
"tt5613484"	"Mid90s"	74	66	"Rated R for pervasive language, sexual content, drug and alcohol use, some violent behavior/disturbi"	"Moderate"	"Moderate"	"Severe"	"Severe"	"Moderate"
"tt5619332"	"Life of the Party"	56	46	"Rated PG-13 for sexual material, drug content and partying"	"Mild"	"Mild"	"Mild"	"Mild"	"None"
"tt5639354"	"A Fantastic Woman"	72	86	"Rated R for language, sexual content, nudity and a disturbing assault"	"Moderate"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt5645932"	"Beautifully Broken"	58	-1	"Rated PG-13 for mature thematic content involving violence and disturbing images, and some drug mate"	"Mild"	"Moderate"	"None"	"Mild"	"Mild"
"tt5649108"	"Thoroughbreds"	67	75	"Rated R for disturbing behavior, bloody images, language, sexual references, and some drug content"	"None"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt5649144"	"The Florida Project"	76	92	"Rated R for language throughout, disturbing behavior, sexual references and some drug material."	"Moderate"	"Mild"	"Severe"	"Severe"	"Moderate"
"tt5655222"	"The Hero"	65	61	"Rated R for drug use, language and some sexual content"	"Mild"	"Moderate"	"Severe"	"Severe"	"Moderate"
"tt5657846"	"Daddy's Home 2"	60	30	"Rated PG-13 for suggestive material and some language"	"Moderate"	"Mild"	"Mild"	"Mild"	"None"
"tt5664636"	"Goosebumps 2: Haunted Halloween"	56	53	"Rated PG for scary creature action and images, some thematic elements, rude humor and language"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt5666304"	"The Little Hours"	58	69	"Rated R for graphic nudity, sexual content and language"	"Moderate"	"Mild"	"Severe"	"Mild"	"Mild"
"tt5670152"	"Traffik"	60	37	"Rated R for violent and disturbing material, language throughout, some drug use and sexual content"	"Moderate"	"Moderate"	"Severe"	"Moderate"	"Moderate"
"tt5686062"	"Boundaries"	50	50	"Rated R for drug material, language, some sexual references and nude sketches"	"Mild"	"None"	"Moderate"	"Severe"	"None"
"tt5688932"	"Sorry to Bother You"	69	80	"Rated R for pervasive language, some strong sexual content, graphic nudity, and drug use"	"Severe"	"Moderate"	"Severe"	"Moderate"	"Moderate"
"tt5690360"	"Slender Man"	32	30	"Rated PG-13 for disturbing images, sequences of terror, thematic elements and language including som"	"Mild"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt5691024"	"Show Dogs"	36	31	"Rated PG for suggestive and rude humor, language and some action."	"Moderate"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5702446"	"God Bless the Broken Road"	54	31	"Rated PG for thematic elements and some combat action"	"None"	"None"	"None"	"None"	"Mild"
"tt5709188"	"A-X-L"	52	29	"Rated PG for sci-fi action/peril, suggestive material, thematic elements and some language"	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5719700"	"Home Again"	58	41	"Rated PG-13 for some thematic and sexual material"	"Mild"	"Mild"	"Mild"	"Mild"	"None"
"tt5719748"	"Cold Pursuit"	62	57	"Rated R for strong violence, drug material, and some language including sexual references"	"Mild"	"Moderate"	"Moderate"	"Moderate"	"Moderate"
"tt5721088"	"Just Getting Started"	44	21	"Rated PG-13 for language, suggestive material and brief violence"	"Moderate"	"Moderate"	"Moderate"	"Moderate"	"None"
"tt5726086"	"Insidious: The Last Key"	57	49	"Rated PG-13 for disturbing thematic content, violence and terror, and brief strong language"	"None"	"Moderate"	"Mild"	"Mild"	"Severe"
"tt5734576"	"The Possession of Hannah Grace"	52	37	"Rated R for gruesome images and terror throughout"	"Mild"	"Severe"	"None"	"Mild"	"Severe"
"tt5737862"	"Landline"	64	66	"Rated R for sexual content, language and drug use"	"Moderate"	"None"	"Severe"	"Severe"	"Mild"
"tt5742374"	"You Were Never Really Here"	68	84	"R for strong violence, disturbing and grisly images, language, and brief nudity"	"Moderate"	"Severe"	"Moderate"	"Mild"	"Moderate"
"tt5758778"	"Skyscraper"	58	51	"Rated PG-13 for sequences of gun violence and action, and for brief strong language"	"None"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt5770620"	"The Lovers"	61	76	"Rated R for sexuality and language"	"Moderate"	"None"	"Mild"	"Mild"	"None"
"tt5776858"	"Phantom Thread"	75	90	"Rated R for language"	"Mild"	"None"	"Moderate"	"Mild"	"Mild"
"tt5779372"	"An Interview with God"	57	-1	"None"	"None"	"None"	"None"	"None"	"None"
"tt5804314"	"Let There Be Light"	47	-1	"Rated PG-13 for some thematic material including alcohol and drug issues"	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5805752"	"Brigsby Bear"	73	68	"Rated PG-13 for thematic elements, brief sexuality, drug material and teen partying"	"Mild"	"None"	"Mild"	"Mild"	"None"
"tt5814060"	"The Nun"	53	46	"Rated R for terror, violence, and disturbing/bloody images"	"None"	"Severe"	"Mild"	"None"	"Severe"
"tt5816682"	"Victoria & Abdul"	68	58	"Rated PG-13 for some thematic elements and language"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt5822564"	"The Kitchen"	52	35	"Rated R for violence, language throughout and some sexual content"	"Mild"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt5825380"	"Wonder Wheel"	62	45	"Rated PG-13 for thematic content including some sexuality, language and smoking"	"Moderate"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5834262"	"Hotel Artemis"	61	58	"Rated R for violence and language throughout, some sexual references, and brief drug use"	"None"	"Moderate"	"Severe"	"Moderate"	"Mild"
"tt5848272"	"Ralph Breaks the Internet"	71	71	"Rated PG for some action and rude humor"	"None"	"Mild"	"None"	"None"	"Mild"
"tt5859238"	"Lucky"	73	80	"None"	"None"	"None"	"Moderate"	"Mild"	"None"
"tt5884052"	"Pokémon Detective Pikachu"	67	53	"Rated PG for action/peril, some rude and suggestive humor, and thematic elements."	"None"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5884230"	"Brad's Status"	65	71	"Rated R for language"	"Mild"	"None"	"Moderate"	"Mild"	"None"
"tt5886046"	"Escape Room"	63	48	"Rated PG-13 for terror/perilous action, violence, some suggestive material and language"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt5929750"	"Beatriz at Dinner"	60	68	"Rated R for language and a scene of violence"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt5929754"	"Wildlife"	69	80	"Rated PG-13 for thematic material including a sexual situation, brief strong language, and smoking"	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5941692"	"Miss Bala"	57	41	"Rated PG-13 for sequences of gun violence, sexual and drug content, thematic material, and language"	"Mild"	"Moderate"	"Moderate"	"Moderate"	"Moderate"
"tt5952138"	"We Have Always Lived in the Castle"	56	63	"None"	"None"	"Mild"	"Mild"	"Mild"	"Mild"
"tt5960374"	"Vox Lux"	60	67	"Rated R for language, some strong violence, and drug content"	"Mild"	"Severe"	"Moderate"	"Severe"	"Severe"
"tt5962210"	"Ingrid Goes West"	66	71	"Rated R for language throughout, drug use, some sexual content and disturbing behavior"	"Moderate"	"Mild"	"Moderate"	"Moderate"	"Mild"
"tt5968394"	"Captive State"	60	54	"Rated PG-13 for sci-fi violence and action, some sexual content, brief language and drug material"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt5977276"	"The Aftermath"	63	43	"Rated R for sexual content/nudity, and violence including some disturbing images"	"Moderate"	"Moderate"	"Mild"	"None"	"None"
"tt5989218"	"Life Itself"	67	21	"Rated R for language including sexual references, some violent images and brief drug use"	"Mild"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt5990474"	"Columbus"	72	89	"None"	"Mild"	"None"	"Moderate"	"Moderate"	"None"
"tt6000478"	"Roman J. Israel, Esq."	64	58	"Rated PG-13 for language and some violence"	"None"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt6003368"	"Diary of a Wimpy Kid: The Long Haul"	43	39	"Rated PG for some rude humor"	"Mild"	"Mild"	"Mild"	"None"	"Mild"
"tt6017942"	"Kin"	58	35	"Rated PG-13 for gun violence and intense action, suggestive material, language, thematic elements an"	"Mild"	"Moderate"	"Moderate"	"Moderate"	"Moderate"
"tt6018306"	"Last Flag Flying"	69	65	"None"	"None"	"None"	"Severe"	"Mild"	"None"
"tt6040662"	"The Children Act"	67	62	"Rated R for a sexual reference"	"None"	"None"	"Mild"	"Mild"	"Mild"
"tt6053438"	"First Reformed"	71	85	"Rated R for some disturbing violent images"	"None"	"Moderate"	"Mild"	"Moderate"	"Moderate"
"tt6054650"	"A Question of Faith"	56	-1	"Rated PG for thematic elements"	"None"	"None"	"None"	"None"	"None"
"tt6063050"	"Tyler Perry's Acrimony"	58	32	"Rated R for language, sexual content and some violence"	"Mild"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt6095472"	"The Angry Birds Movie 2"	64	60	"Rated PG for rude humor and action"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt6105098"	"The Lion King"	70	55	"Rated PG for sequences of violence and peril, and some thematic elements"	"None"	"Mild"	"None"	"None"	"Moderate"
"tt6107548"	"Late Night"	65	70	"Rated R for language throughout and some sexual references"	"None"	"None"	"Moderate"	"Mild"	"None"
"tt6108178"	"Disobedience"	66	74	"Rated R for some strong sexuality"	"Severe"	"None"	"Mild"	"Mild"	"None"
"tt6113488"	"The Case for Christ"	62	50	"Rated PG for thematic elements including medical descriptions of crucifixion, and incidental smoking"	"None"	"Mild"	"Mild"	"Mild"	"Mild"
"tt6133130"	"Professor Marston & the Wonder Women"	71	68	"R for strong sexual content including brief graphic images, and language."	"Moderate"	"None"	"Mild"	"Mild"	"None"
"tt6133466"	"The First Purge"	51	54	"Rated R for strong disturbing violence throughout, pervasive language, some sexuality and drug use"	"Mild"	"Severe"	"Severe"	"Moderate"	"Moderate"
"tt6139732"	"Aladdin"	71	53	"Rated PG for some action/peril"	"None"	"Mild"	"None"	"None"	"Mild"
"tt6146586"	"John Wick: Chapter 3 - Parabellum"	76	73	"Rated R for pervasive strong violence, and some language"	"None"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt6170804"	"The Assassin's Code"	50	-1	"None"	"None"	"None"	"None"	"None"	"None"
"tt6182908"	"Smallfoot"	66	60	"Rated PG for some action, rude humor, and thematic elements"	"None"	"Mild"	"None"	"None"	"Mild"
"tt6189022"	"Angel Has Fallen"	64	45	"Rated R for violence and language throughout."	"None"	"Severe"	"Severe"	"Mild"	"Moderate"
"tt6205872"	"Assassination Nation"	59	56	"Rated R for disturbing bloody violence, strong sexual material including menace, pervasive language,"	"Moderate"	"Severe"	"Severe"	"Moderate"	"Severe"
"tt6212478"	"American Animals"	70	68	"Rated R for language throughout, some drug use and brief crude/sexual material"	"Mild"	"Mild"	"Severe"	"Moderate"	"Mild"
"tt6217608"	"The Rider"	74	92	"Rated R for language and drug use"	"None"	"Mild"	"Moderate"	"Moderate"	"Mild"
